169.124 -0.10353 -11.2897 -0.00700142 0.05334 0.04223
169.124 -0.0996052 7.15107 0.00292406 0.05334 0
169.124 -0.101522 25.5007 0.0123703 0.05334 -0.04223
169.124 -0.0416692 -61.007 -0.0229158 0.02667 0.08446
169.124 -0.0364791 -16.2527 -0.00744699 0.02667 0.04223
169.124 -0.0339164 7.05601 0.00316254 0.02667 0
169.124 -0.034573 30.127 0.0136278 0.02667 -0.04223
169.124 -0.0396531 73.4789 0.0282671 0.02667 -0.08446
169.124 0.0245728 -68.6004 -0.024847 0 0.08446
169.124 0.0288967 -22.1589 -0.00902595 0 0.04223
169.124 0.0306401 6.69999 0.00316576 0 0
169.124 0.0303105 35.0241 0.0146469 0 -0.04223
169.124 0.0262639 80.9071 0.0303197 0 -0.08446
169.124 0.0911307 -86.4854 -0.0301799 -0.02667 0.08446
169.124 0.0935944 -29.6022 -0.010644 -0.02667 0.04223
169.124 0.0953436 6.14471 0.00269156 -0.02667 0
169.124 0.0954659 41.4465 0.016226 -0.02667 -0.04223
169.124 0.0927659 97.4844 0.0351846 -0.02667 -0.08446
169.124 0.162778 5.49931 0.00227891 -0.05334 0
