#XU
-600 88.4662 90.9856 89.6285
-500 89.652 92.5677 90.6538
-400 92.6444 95.006 91.2809
-300  95.991 96.7101 94.9495
-200 94.3052 96.9202 96.5342
-100  97.1832 96.8423 96.8522
0  95.2663 94.8276 94.3585
100  91.402 89.9725 91.4216
200 90.8032 90.3256 91.5542
300 90.4569 90.4324 92.2533
400 91.5533 92.5994 93.2764
500 90.6171 84.405 83.7177
