400 -0.0783226 -14.7044 -0.00342024 -0.0527617 0.0435081
400 -0.0754627 0.926364 0.0040936 -0.0527617 0.002288
400 -0.0781914 17.0175 0.0118019 -0.0527617 -0.0389321
400 -0.0187173 -64.3546 -0.0198847 -0.0263809 0.0847282
400 -0.0126627 -20.0179 -0.00538607 -0.0263809 0.0435081
400 -0.0101031 1.14197 0.00372989 -0.0263809 0.002288
400 -0.0106938 21.5016 0.0136272 -0.0263809 -0.0389321
400 -0.0151887 64.5605 0.0278953 -0.0263809 -0.0801522
400 0.0471436 -69.6283 -0.0214371 -0 0.0847282
400 0.0507106 -25.6902 -0.00648966 -0 0.0435081
400 0.052882 0.842165 0.00442719 -0 0.002288
400 0.0514511 26.582 0.0140912 -0 -0.0389321
400 0.0499804 70.8263 0.0281116 -0 -0.0801522
400 0.110615 -86.307 -0.0258905 0.0263809 0.0847282
400 0.111935 -32.3133 -0.00677135 0.0263809 0.0435081
400 0.113825 0.165215 0.00269474 0.0263809 0.002288
400 0.115733 32.6013 0.0158691 0.0263809 -0.0389321
400 0.110235 87.1505 0.0346073 0.0263809 -0.0801522
400 0.174163 -36.7126 -0.00831811 0.0527617 0.0435081
400 0.177458 -0.158996 0.00195229 0.0527617 0.002288
400 0.180495 35.2959 0.0174758 0.0527617 -0.0389321
