77.7951 -0.129903 -41.1593 -0.0132926 0.05334 0.04223
76.7298 -0.126503 1.33379 0.00183324 0.05334 0
75.0604 -0.129813 44.4152 0.0168636 0.05334 -0.04223
-115.522 -0.0901295 -61.3452 -0.0175311 0.02667 0.04223
-114.33 -0.0879648 0.980541 0.00280216 0.02667 0
-120.343 -0.0899611 63.7981 0.0232207 0.02667 -0.04223
-306.068 -0.0489045 -82.9639 -0.0240855 0 0.04223
-304.652 -0.0468816 -0.368356 0.00352728 0 0
-308.202 -0.0494601 84.4104 0.0310424 0 -0.04223
-469.645 -0.00422206 -105.699 -0.0329493 -0.02667 0.04223
-472.731 -0.00187399 -1.46785 0.0028708 -0.02667 0
-476.908 -0.0034727 105.853 0.0389433 -0.02667 -0.04223
