#x (y|y)_const (y|y) 
-439.14100 0.00398996 0.00130747
-212.93500 0.00586378 0.00147027
11.356500  0.00165517 0.00165517
229.76500  0.0051852 0.00186611
419.85500  0.00586378 0.00220541
