-1589.9 0
-1589.7 0
-1589.5 1
-1589.3 1
-1589.1 0
-1588.9 0
-1588.7 0
-1588.5 0
-1588.3 0
-1588.1 0
-1587.9 1
-1587.7 0
-1587.5 0
-1587.3 1
-1587.1 0
-1586.9 0
-1586.7 0
-1586.5 0
-1586.3 1
-1586.1 0
-1585.9 1
-1585.7 1
-1585.5 0
-1585.3 0
-1585.1 0
-1584.9 0
-1584.7 0
-1584.5 0
-1584.3 0
-1584.1 0
-1583.9 0
-1583.7 0
-1583.5 0
-1583.3 0
-1583.1 0
-1582.9 0
-1582.7 0
-1582.5 0
-1582.3 0
-1582.1 0
-1581.9 0
-1581.7 1
-1581.5 3
-1581.3 0
-1581.1 0
-1580.9 0
-1580.7 0
-1580.5 1
-1580.3 0
-1580.1 0
-1579.9 0
-1579.7 0
-1579.5 0
-1579.3 0
-1579.1 1
-1578.9 0
-1578.7 0
-1578.5 0
-1578.3 0
-1578.1 0
-1577.9 0
-1577.7 1
-1577.5 0
-1577.3 0
-1577.1 0
-1576.9 0
-1576.7 0
-1576.5 0
-1576.3 0
-1576.1 1
-1575.9 0
-1575.7 1
-1575.5 0
-1575.3 0
-1575.1 0
-1574.9 0
-1574.7 0
-1574.5 0
-1574.3 1
-1574.1 1
-1573.9 0
-1573.7 0
-1573.5 3
-1573.3 1
-1573.1 0
-1572.9 1
-1572.7 3
-1572.5 1
-1572.3 3
-1572.1 0
-1571.9 1
-1571.7 3
-1571.5 3
-1571.3 4
-1571.1 3
-1570.9 2
-1570.7 5
-1570.5 3
-1570.3 5
-1570.1 3
-1569.9 9
-1569.7 4
-1569.5 3
-1569.3 6
-1569.1 9
-1568.9 11
-1568.7 9
-1568.5 13
-1568.3 11
-1568.1 7
-1567.9 12
-1567.7 17
-1567.5 8
-1567.3 18
-1567.1 20
-1566.9 18
-1566.7 17
-1566.5 15
-1566.3 23
-1566.1 24
-1565.9 21
-1565.7 12
-1565.5 22
-1565.3 24
-1565.1 31
-1564.9 21
-1564.7 21
-1564.5 23
-1564.3 30
-1564.1 27
-1563.9 32
-1563.7 31
-1563.5 37
-1563.3 32
-1563.1 28
-1562.9 36
-1562.7 26
-1562.5 38
-1562.3 39
-1562.1 43
-1561.9 39
-1561.7 29
-1561.5 46
-1561.3 35
-1561.1 37
-1560.9 35
-1560.7 45
-1560.5 41
-1560.3 41
-1560.1 45
-1559.9 26
-1559.7 40
-1559.5 35
-1559.3 40
-1559.1 37
-1558.9 43
-1558.7 56
-1558.5 45
-1558.3 44
-1558.1 48
-1557.9 33
-1557.7 37
-1557.5 41
-1557.3 41
-1557.1 34
-1556.9 42
-1556.7 48
-1556.5 38
-1556.3 41
-1556.1 47
-1555.9 53
-1555.7 34
-1555.5 44
-1555.3 40
-1555.1 42
-1554.9 36
-1554.7 32
-1554.5 38
-1554.3 39
-1554.1 30
-1553.9 35
-1553.7 32
-1553.5 38
-1553.3 34
-1553.1 31
-1552.9 30
-1552.7 41
-1552.5 35
-1552.3 31
-1552.1 47
-1551.9 29
-1551.7 34
-1551.5 25
-1551.3 42
-1551.1 38
-1550.9 29
-1550.7 34
-1550.5 31
-1550.3 42
-1550.1 29
-1549.9 25
-1549.7 39
-1549.5 31
-1549.3 30
-1549.1 30
-1548.9 31
-1548.7 30
-1548.5 25
-1548.3 28
-1548.1 26
-1547.9 26
-1547.7 49
-1547.5 20
-1547.3 33
-1547.1 24
-1546.9 30
-1546.7 29
-1546.5 30
-1546.3 31
-1546.1 40
-1545.9 33
-1545.7 24
-1545.5 30
-1545.3 29
-1545.1 30
-1544.9 32
-1544.7 26
-1544.5 29
-1544.3 33
-1544.1 35
-1543.9 36
-1543.7 26
-1543.5 24
-1543.3 26
-1543.1 33
-1542.9 18
-1542.7 27
-1542.5 27
-1542.3 23
-1542.1 30
-1541.9 31
-1541.7 23
-1541.5 32
-1541.3 22
-1541.1 33
-1540.9 25
-1540.7 28
-1540.5 26
-1540.3 24
-1540.1 30
-1539.9 21
-1539.7 22
-1539.5 20
-1539.3 20
-1539.1 32
-1538.9 24
-1538.7 23
-1538.5 25
-1538.3 32
-1538.1 27
-1537.9 24
-1537.7 21
-1537.5 22
-1537.3 35
-1537.1 26
-1536.9 28
-1536.7 24
-1536.5 33
-1536.3 27
-1536.1 31
-1535.9 25
-1535.7 33
-1535.5 31
-1535.3 31
-1535.1 35
-1534.9 32
-1534.7 22
-1534.5 23
-1534.3 26
-1534.1 18
-1533.9 29
-1533.7 28
-1533.5 20
-1533.3 33
-1533.1 35
-1532.9 25
-1532.7 22
-1532.5 40
-1532.3 36
-1532.1 30
-1531.9 23
-1531.7 26
-1531.5 18
-1531.3 28
-1531.1 32
-1530.9 18
-1530.7 28
-1530.5 17
-1530.3 21
-1530.1 37
-1529.9 27
-1529.7 19
-1529.5 24
-1529.3 25
-1529.1 22
-1528.9 32
-1528.7 29
-1528.5 15
-1528.3 26
-1528.1 18
-1527.9 22
-1527.7 17
-1527.5 24
-1527.3 30
-1527.1 28
-1526.9 33
-1526.7 19
-1526.5 12
-1526.3 23
-1526.1 33
-1525.9 25
-1525.7 34
-1525.5 22
-1525.3 27
-1525.1 19
-1524.9 35
-1524.7 27
-1524.5 29
-1524.3 28
-1524.1 22
-1523.9 28
-1523.7 25
-1523.5 35
-1523.3 18
-1523.1 16
-1522.9 15
-1522.7 28
-1522.5 34
-1522.3 27
-1522.1 18
-1521.9 24
-1521.7 21
-1521.5 27
-1521.3 19
-1521.1 23
-1520.9 25
-1520.7 24
-1520.5 32
-1520.3 24
-1520.1 19
-1519.9 20
-1519.7 24
-1519.5 18
-1519.3 20
-1519.1 19
-1518.9 17
-1518.7 25
-1518.5 24
-1518.3 34
-1518.1 24
-1517.9 21
-1517.7 25
-1517.5 17
-1517.3 12
-1517.1 20
-1516.9 18
-1516.7 23
-1516.5 23
-1516.3 36
-1516.1 31
-1515.9 26
-1515.7 28
-1515.5 26
-1515.3 18
-1515.1 33
-1514.9 34
-1514.7 20
-1514.5 23
-1514.3 27
-1514.1 26
-1513.9 24
