-0.61101 -0.129537 -21.0648 -0.0084283 0.05334 0.04223
-0.61101 -0.125552 3.96837 0.00314375 0.05334 0
-0.61101 -0.128411 28.9377 0.0148728 0.05334 -0.04223
-0.61101 -0.066421 -75.7715 -0.0262975 0.02667 0.08446
-0.61101 -0.0608892 -26.091 -0.00958143 0.02667 0.04223
-0.61101 -0.0582866 3.31619 0.00242239 0.02667 0
-0.61101 -0.0593409 32.8119 0.014862 0.02667 -0.04223
-0.61101 -0.0651947 82.1827 0.0318687 0.02667 -0.08446
-0.61101 0.0029974 -84.3346 -0.0287311 0 0.08446
-0.61101 0.00635368 -32.125 -0.0110681 0 0.04223
-0.61101 0.00851529 2.68758 0.00226583 0 0
-0.61101 0.0083981 37.6746 0.0157063 0 -0.04223
-0.61101 0.00419059 89.8666 0.0338772 0 -0.08446
-0.61101 0.0718952 -102.735 -0.0347735 -0.02667 0.08446
-0.61101 0.0751653 -39.9824 -0.0132779 -0.02667 0.04223
-0.61101 0.0778691 1.93062 0.0017371 -0.02667 0
-0.61101 0.0761079 44.2272 0.0182894 -0.02667 -0.04223
-0.61101 0.0735524 106.552 0.0387369 -0.02667 -0.08446
-0.61101 0.144802 1.05363 0.00155194 -0.05334 0
