-600 0.981815 0.984051 0.983176
-500 0.990066 0.987936 0.984963
-400 0.988977 0.991157 0.991632
-300 0.988059 0.989478 0.989952
-200 0.988334 0.993069 0.990031
-100 0.993411 0.989817 0.994213
0 0.994417 0.995534 0.993646
100 0.995018 0.99121 0.990046
200 0.993424 0.993832 0.991402
300 0.994323 0.994326 0.994349
400 0.989796 0.989127 0.992537
500 0.98866 0.982372 0.988548
