0 65 0 0 23103
0 65.1 0 0 23445
0 65.2 0 0 23495
0 65.3 0 0 23397
0 65.4 0 0 23270
0 65.5 0 0 23383
0 65.6 0 0 23337
0 65.7 0 0 23257
0 65.8 0 0 23224
0 65.9 0 0 23460
0 66 0 0 23417
0 66.1 0 0 23476
0 66.2 0 0 23619
0 66.3 0 0 23243
0 66.4 0 0 23497
0 66.5 0 0 23364
0 66.6 0 0 23430
0 66.7 0 0 23485
0 66.8 0 0 23392
0 66.9 0 0 23319
0 67 0 0 23491
0 67.1 0 0 23404
0 67.2 0 0 23316
0 67.3 0 0 23165
0 67.4 0 0 23452
0 67.5 0 0 23388
0 67.6 0 0 23181
0 67.7 0 0 23286
0 67.8 0 0 23240
0 67.9 0 0 23097
0 68 0 0 23363
0 68.1 0 0 23128
0 68.2 0 0 23503
0 68.3 0 0 23269
0 68.4 0 0 23281
0 68.5 0 0 23327
0 68.6 0.445654 10398 23332
0 68.7 0.5336 12427 23289
0 68.8 0.626826 14721 23485
0 68.9 0.72095 16752 23236
0 69 0.808699 18964 23450
0 69.1 0.901986 21120 23415
0 69.2 0.990876 23024 23236
0 69.3 1 23382 23382
0 69.4 1 23433 23433
0 69.5 1 23289 23289
0 69.6 1 23367 23367
0 69.7 1 23457 23457
0 69.8 1 23467 23467
0 69.9 1 23610 23610
0 70 1 23253 23253
0 70.1 1 23107 23107
0 70.2 1 23415 23415
0 70.3 1 23138 23138
0 70.4 1 23194 23194
0 70.5 1 23253 23253
0 70.6 0.989261 23214 23466
0 70.7 0.877544 20352 23192
0 70.8 0.76056 17988 23651
0 70.9 0.647435 15082 23295
0 71 0.533662 12437 23305
0 71.1 0 0 23386
0 71.2 0 0 23348
0 71.3 0 0 23233
0 71.4 0 0 23095
0 71.5 0 0 23257
0 71.6 0 0 23230
0 71.7 0 0 23149
0 71.8 0 0 23025
0 71.9 0 0 23287
0 72 0 0 23267
0 72.1 0 0 23146
0 72.2 0 0 23550
0 72.3 0 0 23496
0 72.4 0 0 23380
0 72.5 0 0 23584
0 72.6 0 0 23312
0 72.7 0 0 23211
0 72.8 0 0 23192
0 72.9 0 0 23534
0 73 0 0 23408
0 73.1 0 0 23321
0 73.2 0 0 23314
0 73.3 0 0 23250
0 73.4 0 0 23444
0 73.5 0 0 23092
0 73.6 0 0 23430
0 73.7 0 0 23570
0 73.8 0 0 23245
0 73.9 0 0 23275
0 74 0 0 23297
0 74.1 0 0 23329
0 74.2 0 0 23452
0 74.3 0 0 23357
0 74.4 0 0 23176
0 74.5 0 0 23498
0 74.6 0 0 23278
0 74.7 0 0 23232
0 74.8 0 0 23312
0 74.9 0 0 23514
0 75 0 0 23343

1 65 0 0 23154
1 65.1 0 0 23244
1 65.2 0 0 23268
1 65.3 0 0 23370
1 65.4 0 0 23258
1 65.5 0 0 23162
1 65.6 0 0 23481
1 65.7 0 0 23212
1 65.8 0 0 23266
1 65.9 0 0 23277
1 66 0 0 23342
1 66.1 0 0 23365
1 66.2 0 0 23122
1 66.3 0 0 23239
1 66.4 0 0 23232
1 66.5 0 0 23175
1 66.6 0 0 23337
1 66.7 0 0 23521
1 66.8 0 0 23262
1 66.9 0 0 23294
1 67 0 0 23590
1 67.1 0 0 23368
1 67.2 0 0 23068
1 67.3 0 0 23376
1 67.4 0 0 23304
1 67.5 0 0 23226
1 67.6 0 0 23311
1 67.7 0 0 23291
1 67.8 0 0 23496
1 67.9 0 0 23415
1 68 0 0 23190
1 68.1 0 0 23286
1 68.2 0 0 23346
1 68.3 0 0 23242
1 68.4 0 0 23395
1 68.5 0 0 23382
1 68.6 0.334928 7771 23202
1 68.7 0.542147 12741 23501
1 68.8 0.621527 14315 23032
1 68.9 0.718241 16549 23041
1 69 0.811548 18974 23380
1 69.1 0.898058 20993 23376
1 69.2 0.979002 22846 23336
1 69.3 0.990583 23036 23255
1 69.4 0.98931 23137 23387
1 69.5 0.992542 23290 23465
1 69.6 0.99033 23146 23372
1 69.7 0.991065 23071 23279
1 69.8 0.990534 23230 23452
1 69.9 0.990599 22970 23188
1 70 0.990145 23009 23238
1 70.1 0.991377 23110 23311
1 70.2 0.99054 23035 23255
1 70.3 0.989248 23185 23437
1 70.4 0.990006 23081 23314
1 70.5 0.991152 23187 23394
1 70.6 0.976744 22680 23220
1 70.7 0.873725 20391 23338
1 70.8 0.762224 17942 23539
1 70.9 0.644496 14864 23063
1 71 0.538142 12578 23373
1 71.1 0.17966 4231 23550
1 71.2 0 0 23277
1 71.3 0 0 23356
1 71.4 0 0 23330
1 71.5 0 0 23371
1 71.6 0 0 23211
1 71.7 0 0 23657
1 71.8 0 0 23560
1 71.9 0 0 23418
1 72 0 0 23574
1 72.1 0 0 23355
1 72.2 0 0 23255
1 72.3 0 0 23306
1 72.4 0 0 23264
1 72.5 0 0 23156
1 72.6 0 0 23372
1 72.7 0 0 23510
1 72.8 0 0 23182
1 72.9 0 0 23234
1 73 0 0 23388
1 73.1 0 0 23337
1 73.2 0 0 23137
1 73.3 0 0 23460
1 73.4 0 0 23548
1 73.5 0 0 23225
1 73.6 0 0 23253
1 73.7 0 0 23418
1 73.8 0 0 23399
1 73.9 0 0 23209
1 74 0 0 23297
1 74.1 0 0 23464
1 74.2 0 0 23300
1 74.3 0 0 23510
1 74.4 0 0 23477
1 74.5 0 0 23296
1 74.6 0 0 23252
1 74.7 0 0 23425
1 74.8 0 0 23276
1 74.9 0 0 23288
1 75 0 0 22938

2 65 0 0 23176
2 65.1 0 0 23204
2 65.2 0 0 23187
2 65.3 0 0 23408
2 65.4 0 0 23210
2 65.5 0 0 23689
2 65.6 0 0 23412
2 65.7 0 0 23401
2 65.8 0 0 23388
2 65.9 0 0 23367
2 66 0 0 23244
2 66.1 0 0 23322
2 66.2 0 0 23277
2 66.3 0 0 23412
2 66.4 0 0 23335
2 66.5 0 0 23271
2 66.6 0 0 23259
2 66.7 0 0 23301
2 66.8 0 0 23401
2 66.9 0 0 23014
2 67 0 0 23212
2 67.1 0 0 23135
2 67.2 0 0 23352
2 67.3 0 0 23437
2 67.4 0 0 23653
2 67.5 0 0 23281
2 67.6 0 0 23495
2 67.7 0 0 23211
2 67.8 0 0 23299
2 67.9 0 0 23346
2 68 0 0 23234
2 68.1 0 0 23181
2 68.2 0 0 23381
2 68.3 0 0 23359
2 68.4 0 0 23409
2 68.5 0.0210934 490 23230
2 68.6 0.297433 6987 23491
2 68.7 0.537062 12571 23407
2 68.8 0.628113 14679 23370
2 68.9 0.722014 16789 23253
2 69 0.813684 18980 23326
2 69.1 0.9007 21116 23444
2 69.2 0.963805 22421 23263
2 69.3 0.982351 22932 23344
2 69.4 0.978909 22836 23328
2 69.5 0.980406 22967 23426
2 69.6 0.980161 22924 23388
2 69.7 0.981391 22730 23161
2 69.8 0.982357 23052 23466
2 69.9 0.980617 22918 23371
2 70 0.981493 22751 23180
2 70.1 0.981457 22865 23297
2 70.2 0.981578 23071 23504
2 70.3 0.980721 22790 23238
2 70.4 0.981097 23200 23647
2 70.5 0.981109 22903 23344
2 70.6 0.957316 22473 23475
2 70.7 0.876391 20483 23372
2 70.8 0.75925 17607 23190
2 70.9 0.654673 15320 23401
2 71 0.535631 12402 23154
2 71.1 0.212476 4973 23405
2 71.2 0 0 23185
2 71.3 0 0 23355
2 71.4 0 0 23450
2 71.5 0 0 23306
2 71.6 0 0 23568
2 71.7 0 0 23297
2 71.8 0 0 23204
2 71.9 0 0 23331
2 72 0 0 23436
2 72.1 0 0 23338
2 72.2 0 0 23201
2 72.3 0 0 23440
2 72.4 0 0 23553
2 72.5 0 0 23455
2 72.6 0 0 23231
2 72.7 0 0 23403
2 72.8 0 0 23296
2 72.9 0 0 23312
2 73 0 0 23250
2 73.1 0 0 23207
2 73.2 0 0 23243
2 73.3 0 0 23318
2 73.4 0 0 23474
2 73.5 0 0 23170
