1 4.48278e+01   4.79502e+00 7.31629e+01   5.59590e+00
2 3.11095e+01   3.83957e+00 4.97215e+01   4.59915e+00
3 1.14562e+01   2.35695e+00 2.28965e+01   2.99219e+00
