1 1.19703e+02   8.67109e+00 3.10789e+02   1.27234e+01
2 7.35830e+01   7.08860e+00 2.38951e+02   1.22497e+01
3 2.24202e+01   4.12200e+00 9.94261e+01   8.58170e+00
