40 20 3.320544 3.355780 -0.035236   1.642564e-01
42 20 3.391843 3.376752 0.015090   1.906213e-01
44 20 3.461889 3.400649 0.061240   1.642303e-01
46 20 3.530927 3.426546 0.104381   1.053257e-01
48 20 3.599145 3.453626 0.145518   2.895080e-02
