40 20 3.320544 3.355780 -0.035236   1.510936e-01
42 20 3.391843 3.376752 0.015090   1.311510e-01
44 20 3.461889 3.400649 0.061240   9.005307e-02
46 20 3.530927 3.426546 0.104381   4.007555e-02
