419.855 -0.00926768 -18.2229 -5.25765e-05 0.017316 -0.0207792
419.855 -0.00883039 -3.27078 -0.000820359 0.017316 0
419.855 -0.00817304 11.6539 -0.00145278 0.017316 0.0207792
419.855 0.00850124 -28.2036 0.00246994 0.00865801 -0.0415584
419.855 0.00932257 -15.6995 0.000738768 0.00865801 -0.0207792
419.855 0.00987255 -2.81416 -0.000681818 0.00865801 0
419.855 0.010132 9.94782 -0.00232704 0.00865801 0.0207792
419.855 0.0106064 22.4196 -0.00407287 0.00865801 0.0415584
419.855 0.0278682 -21.7014 0.00416635 0 -0.0415584
419.855 0.0281921 -12.3109 0.00182117 0 -0.0207792
419.855 0.0289124 -2.50197 -0.000971685 0 0
419.855 0.0292254 7.037 -0.00322267 0 0.0207792
419.855 0.029385 16.4909 -0.00562398 0 0.0415584
419.855 0.0471061 -13.0736 0.00538385 -0.00865801 -0.0415584
419.855 0.047819 -7.89057 0.00250445 -0.00865801 -0.0207792
419.855 0.048519 -2.14658 -0.000755301 -0.00865801 0
419.855 0.0489038 3.46244 -0.00394222 -0.00865801 0.0207792
419.855 0.0490132 8.69445 -0.00678787 -0.00865801 0.0415584
419.855 0.0686382 -2.21207 0.0030196 -0.017316 -0.0207792
419.855 0.0692709 -1.4853 -0.000823643 -0.017316 0
419.855 0.0694111 -0.906768 -0.00466833 -0.017316 0.0207792
