200 -0.1074 -30.7705 -0.00895664 -0.0527617 0.0435081
200 -0.10432 -0.413087 0.00323981 -0.0527617 0.002288
200 -0.107774 29.7669 0.0154981 -0.0527617 -0.0389321
200 -0.0439463 -98.7387 -0.0284489 -0.0263809 0.0847282
200 -0.0394251 -37.4419 -0.0097646 -0.0263809 0.0435081
200 -0.0371209 -0.223813 0.00320564 -0.0263809 0.002288
200 -0.0385854 36.6967 0.0162068 -0.0263809 -0.0389321
200 -0.0431804 96.6527 0.0351026 -0.0263809 -0.0801522
200 0.024613 -107.998 -0.0307772 -0 0.0847282
200 0.0280419 -44.0855 -0.0116274 -0 0.0435081
200 0.0294549 -0.244482 0.00311643 -0 0.002288
200 0.0288374 43.0533 0.0180896 -0 -0.0389321
200 0.0239796 103.38 0.0372518 -0 -0.0801522
200 0.0923561 -52.0343 -0.0136246 0.0263809 0.0435081
200 0.0936688 -0.70277 0.00380171 0.0263809 0.002288
200 0.0930535 51.0164 0.0209326 0.0263809 -0.0389321
200 0.156482 -57.0175 -0.0161274 0.0527617 0.0435081
200 0.159554 -1.96151 0.00332215 0.0527617 0.002288
200 0.159842 54.0387 0.0216483 0.0527617 -0.0389321
