Run Number	BLP1	BLP2	Spin	Beam Intensity	GR Trigger	GR Trigger Live	GR Clock	GR Clock Live	LAS Trigger (Broken Channel)	LAS Trigger Live	LAS Clock	LAS Clock Live	GR Singles Event	LAS Singles Event	GR-LAS Coincidence	LAS Singles Sampling	LAS Trigger	GR Singles Sampling	N/U	BLP1 Left	BLP1 Right	BLP1 Up	BLP1 Down	BLP1 Left  Chance	BLP1 Right Chance	BLP1 Up    Chance	BLP1 Down  Chance	BLP2 Left	BLP2 Right	BLP2 Up	BLP2 Down	BLP2 Left  Chance	BLP2 Right Chance	BLP2 Up    Chance	BLP2 Down  Chance	BLP Clock	BLP Clock Live	BLP Trigger	BLP Trigger Live	Akimune Up	Akimune Down	Akimune Left	Akimune Right	Beam Loss Monitor 1	Beam Loss Monitor 2	Beam Loss Monitor 3	GR Scintillator 1	BI Range #1	BI Range #2	BI Range #3	BI Range #4	V830 Test #0	V830 Test #1	V830 Test #2	V830 Test #3	V830 Test #4	V830 Test #5	V830 Test #6	V830 Test #7	V830 Test #8	V830 Test #9	V830 Test #10	V830 Test #11	V830 Test #12	V830 Test #13	V830 Test #14	V830 Test #15	V830 Test #16	V830 Test #17	V830 Test #18	V830 Test #19	V830 Test #20	V830 Test #21	V830 Test #22	V830 Test #23	V830 Test #24	V830 Test #25	V830 Test #26	V830 Test #27	V830 Test #28	V830 Test #29	V830 Test #30	V830 Test #31
2108	IN	IN	UNPOL	795234	13279986	11760306	18053529	16158559	0	313031947	18053529	16465193	9737986	311026457	2005482	1244109	353390915	973798	0	109851	119875	135307	126390	8890	10068	32775	15441	122970	122647	125731	124504	1379	1352	1315	1382	18053377	2116306	1059044	122073	1597920	508846	849074	295043	0	273604	28	0	53031129	53835470	0	53747116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	795234	13279988	11760306	18053529	16158553	353390930	313031947	18053530	16465193	9737986	311026457	2005482	1799	0	973798	5
2109	IN	IN	UNPOL	2340	36990	36801	993625	988468	0	949888	993625	989427	36346	949436	452	3798	987527	3635	0	294	329	307	310	1	3	8	3	376	361	367	360	0	0	0	0	993615	732945	2719	1994	4434	1402	1898	825	0	15035	0	0	2027489	2041886	0	2041648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2340	36990	36801	993625	988468	987527	949888	993625	989427	36346	949436	452	99	0	3635	0
2110	IN	IN	UNPOL	82263	130492	129776	3733171	3716191	0	3304442	3733171	3719551	128291	3302969	1473	13211	3435073	12829	0	1052	1070	1030	1069	4	1	13	8	1250	1245	1197	1294	1	1	0	0	3733135	2824139	9235	6964	14629	4754	6101	2493	0	56103	0	0	7605737	0	7663234	7657550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82263	130492	129776	3733171	3716191	3435073	3304442	3733171	3719551	128291	3302969	1473	372	0	12829	0
2111	IN	IN	UNPOL	85872	2468869	1951885	3713187	2983669	0	151124300	3713187	3097716	1190225	150368543	755752	601475	177008908	119023	0	1039	1174	1080	1225	6	2	3	4	1344	1284	1318	1239	0	3	1	3	3713165	2773056	9725	7200	711148	512087	327506	615528	0	56355	0	0	12174430	0	12485403	12373045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85872	2468869	1951885	3713188	2983669	177008914	151124300	3713188	3097716	1190225	150368543	755752	370	0	119023	0
2112	IN	IN	UNPOL	867260	12593458	11356292	18114393	16506120	0	335798013	18114393	16824133	9336436	333795033	2002967	1335180	371738152	933640	0	118772	129599	130273	133271	5811	6149	14826	7833	136317	134897	137367	136586	1530	1506	1524	1685	18114254	2045580	1097479	123076	1491955	483206	616207	255561	0	295468	15	0	54073797	55106413	0	54939278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867260	12593458	11356292	18114395	16506120	371738165	335798013	18114395	16824133	9336435	333795032	2002967	1805	0	933640	0
2113	IN	IN	UNPOL	1904046	18414113	17063991	36249710	33831708	0	508401585	36249710	34315136	14777639	506133647	2267920	2024531	553866736	1477763	0	269823	297458	337054	315651	23172	25648	83978	40225	296587	295643	300914	298816	3677	3629	3685	3858	36249404	3538511	2597582	250515	3684718	1184759	1674445	792425	0	618373	82	0	99769148	102177559	0	101674468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1904046	18414113	17063991	36249710	33831708	553866751	508401585	36249710	34315136	14777639	506133644	2267920	3612	0	1477763	0
2114	IN	IN	UNPOL	1857725	17831675	16608534	37111711	34810309	0	485076708	37111712	35274773	14511087	482995887	2080796	1931984	526277993	1451108	0	268770	298178	378588	327856	32855	36630	134280	61992	286749	291008	293669	291857	3488	3466	3369	3478	37111424	3558621	2712904	256979	4416987	1392721	1998781	935469	0	670275	144	0	101053122	104783790	0	104027888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1857725	17831675	16608534	37111715	34810309	526278002	485076707	37111715	35274773	14511087	482995888	2080796	3698	0	1451108	0
2115	IN	IN	UNPOL	1673184	17550338	16335183	37123211	34843236	0	473245314	37123211	35297555	14285296	471211744	2033552	1884844	513696316	1428529	0	246089	271587	366978	306664	34437	38447	148984	67332	259258	263289	265396	264901	2821	2882	2762	3024	37122967	3805515	2541162	255160	4625846	1464491	2071877	935994	0	710164	176	0	100703388	104914929	0	104140137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1673184	17550340	16335183	37123213	34843236	513696329	473245314	37123213	35297555	14285296	471211743	2033552	3699	0	1428529	0
2116	IN	IN	UNPOL	1743268	22186879	20070142	36219111	33137664	0	581581433	36219111	33693475	16884813	578422243	3159166	2313688	644151561	1688483	0	263645	290812	422092	335071	42522	47123	193925	85944	270603	274332	275553	275849	3147	3190	3107	3300	36218823	3357507	2785052	251668	6206860	2011100	2470239	1033076	0	707726	218	0	105003494	110133143	0	109178014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1743268	22186881	20070142	36219112	33137664	644151574	581581430	36219113	33693475	16884813	578422240	3159166	3609	0	1688483	0
9999	IN	IN	UNPOL	35802	369954	347336	752755	711490	0	10056305	752755	721137	303138	10012440	43865	10012	10799235	3031	0	6426	7041	15608	9543	1956	2138	10678	4598	5481	5562	5482	5544	72	61	49	72	752758	53834	79896	5355	117792	33830	64572	32344	0	15264	14	0	2098725	2245527	0	2240145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35802	369954	347336	752756	711490	10799236	10056305	752756	721137	303138	10012440	43865	75	0	3031	0
2117	IN	IN	UNPOL	1756499	17734332	16515725	36259416	34045475	0	478507574	36259416	34504516	14407852	476414938	2092617	1588049	517832729	1440783	0	291042	323722	603320	406442	70154	78804	366342	156208	269501	274250	277241	277602	3054	3205	3123	3236	36259119	2929809	3394839	255266	5183147	1510937	2732537	1322806	0	732553	498	0	100978772	108347354	0	108248991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1756499	17734332	16515725	36259419	34045475	517832743	478507571	36259419	34504516	14407852	476414937	2092617	3613	0	1440783	4
9999	IN	IN	UNPOL	1	40	36	160664	142974	0	4369	160664	142977	36	4369	0	14	4919	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160664	160664	0	0	0	0	0	3	0	3501	0	0	0	303719	0	303719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40	36	160664	142974	4919	4369	160664	142977	36	4369	0	16	0	3	0
2118	IN	IN	UNPOL	1809595	14166874	13369868	36078554	34264588	0	386583556	36078553	34636931	11975433	385199145	1384403	1283995	415061980	1197542	0	282959	312591	516529	377144	57002	63304	279118	120674	279690	283470	285713	285606	3218	3415	3183	3466	36078277	2996324	3148987	253354	4580412	1342465	2443905	1203036	0	732200	322	0	95102188	101294005	0	101300107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1809595	14166875	13369868	36078554	34264588	415061990	386583555	36078554	34636931	11975433	385199145	1384403	3595	0	1197542	0
2119	IN	IN	UNPOL	1958650	11973754	11416221	36148184	34617635	0	339077629	36148184	34942205	10397607	338066122	1011489	1126885	361716930	1039761	0	305975	339525	554359	405912	60247	66209	294153	126380	302974	304868	308955	309008	3707	3859	3751	4011	36147960	2820914	3384396	255235	4943714	1484367	2583275	1300498	0	726972	424	0	91731426	96848715	0	96739611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1958650	11973755	11416221	36148184	34617635	361716938	339077629	36148184	34942205	10397607	338066122	1011489	3602	0	1039761	0
2120	IN	IN	UNPOL	1822499	11123256	10643355	36098122	34677607	0	315528842	36098122	34980102	9758775	314650430	878403	1048833	335854385	975874	0	270770	299274	437380	344388	41958	46179	197682	85386	281558	284126	287504	285876	3423	3278	3285	3451	36097818	3248101	2869715	251579	4397692	1341432	2242327	1114689	0	688148	333	0	90012701	94497173	0	94258846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1822499	11123256	10643355	36098122	34677605	335854399	315528842	36098124	34980102	9758775	314650428	878403	3597	0	975874	0
2121	IN	IN	UNPOL	1979846	12279372	11703912	36039519	34496100	0	336098250	36039519	34821321	10670432	335071989	1026243	1116906	358313463	1067045	0	294670	328278	514039	386463	53360	58282	254977	109793	294026	293369	297929	295640	3538	3689	3531	3714	36039231	3037903	3186384	252737	5314237	1628480	2751031	1187044	0	660203	392	0	91297113	95838851	0	95461476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1979846	12279371	11703912	36039520	34496100	358313481	336098248	36039520	34821321	10670432	335071988	1026243	3591	0	1067045	0
2122	IN	IN	UNPOL	1863807	11735478	11203635	36360223	34876916	0	327337311	36360223	35191761	10230732	326371222	966070	1087903	348621981	1023074	0	258453	287171	333523	307365	23011	25138	88836	41270	290215	288181	293250	291626	3491	3493	3427	3807	36359907	3666772	2539709	250394	4311654	1392057	1818105	777989	0	644379	131	0	90993321	94743925	0	94242320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1863807	11735478	11203635	36360223	34876916	348621992	327337311	36360223	35191761	10230732	326371219	966070	3623	0	1023074	0
2123	IN	IN	UNPOL	1776208	11662653	11119611	36129009	34605533	0	325285027	36129009	34918409	10153428	324325706	959314	1081087	346745120	1015340	0	238189	262168	299482	280239	19272	21238	72552	34087	276256	275723	278194	279101	3112	3054	3020	3295	36128717	3953691	2346871	246426	4372684	1448014	1657057	677889	0	614512	117	0	90248397	93591512	0	93063725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1776208	11662654	11119611	36129009	34605533	346745126	325285026	36129009	34918409	10153428	324325706	959314	3600	0	1015340	0
2124	IN	IN	UNPOL	1994667	13016504	12373794	36581213	34926764	0	359596535	36581213	35273030	11219599	358450685	1145840	1194837	383886883	1121959	0	259711	288606	284317	294856	11948	13086	28506	16270	312160	310860	316569	314414	3944	3982	3843	4157	36580929	3753041	2466184	251396	4481597	1519605	1555290	569147	0	614284	33	0	92811821	95140324	0	94653195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1994668	13016504	12373794	36581215	34926764	383886892	359596534	36581215	35273030	11219599	358450685	1145840	3645	0	1121959	1
2125	IN	IN	UNPOL	1944447	15561545	14628511	36248933	34310127	0	427682401	36248933	34719786	12961492	426027517	1654869	1420093	459389830	1296148	0	254034	280263	268612	284583	9584	10715	18562	11981	304369	302141	310142	306294	3913	3815	3879	4060	36248677	3889796	2376149	247823	5729328	1992531	1789766	509357	0	597028	14	0	96059247	99131769	0	98495785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1944447	15561547	14628511	36248933	34310127	459389845	427682401	36248933	34719786	12961492	426027515	1654869	3612	0	1296148	0
2126	IN	IN	UNPOL	1859081	14623537	13801925	36018103	34207132	0	406393489	36018103	34595974	12291106	404893618	1499857	1349645	435320289	1229110	0	239526	263916	275645	275259	12387	13552	40301	19653	287539	287000	289928	290405	3516	3617	3498	3810	36017822	3960997	2307825	245525	5495058	1911294	1661843	533432	0	579861	63	0	93865753	95591292	0	95263989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1859081	14623537	13801925	36018104	34207132	435320302	406393488	36018104	34595974	12291106	404893617	1499857	3589	0	1229110	0
2127	IN	IN	UNPOL	2102202	15998459	14875482	36490144	34109373	0	552689005	36490144	34606099	12895253	550721267	1967716	1835741	627473308	1289523	0	264590	288746	286624	296287	11511	12578	28053	16128	316225	320779	324609	322201	4315	4360	4087	4427	36489858	3718851	2504401	250981	5684622	1886764	1667150	516818	0	571540	29	0	97851529	99140301	0	98992048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2102202	15998460	14875482	36490145	34109373	627473320	552689004	36490145	34606099	12895253	550721266	1967716	3636	0	1289523	0
2128	IN	IN	UNPOL	1175772897	1196325591	1196023683	1205784461	1205019743	1191182265	1369036707	1205784461	1205180390	1195476921	1368493291	1191725674	1191773303	1391613154	1191611731	1191182265	88448	96172	93003	98059	3088	3383	6635	4118	106135	106969	108502	107665	1176	1205	1169	1292	15316017	2031594	826742	101728	1860555	628910	525043	155596	0	235087	8	0	38930177	39394182	0	39345255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1432482	5319940	5010919	15316144	14526059	207171815	183902987	15316144	14692227	4449725	183345223	557755	1526	0	444973	0
2129	IN	IN	UNPOL	2040779	9706528	9055717	24287232	22881476	0	331913193	24287232	23180914	7888791	330753636	1159541	1102511	375905597	788876	0	160647	180339	183013	186804	8831	9224	24637	12986	188178	189911	193144	192376	2502	2469	2395	2564	24287051	2926487	1539137	163597	3557234	1179826	1103667	348567	0	371684	20	0	62813109	63552517	0	63460384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040779	9706528	9055717	24287233	22881476	375905608	331913192	24287233	23180914	7888791	330753636	1159541	2420	0	788876	0
2130	IN	IN	UNPOL	822098	13970400	13137429	35987096	33976798	0	458870641	35987096	34397045	11657238	457399501	1471126	1524664	517116131	1165723	0	288612	323195	401257	352473	29687	31836	125877	55994	320604	325102	327223	326362	4221	4357	4141	4512	35986793	3337644	2919704	250054	4873875	1576460	1850929	695139	0	548892	109	0	0	92589188	0	92447545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	822098	13970400	13137429	35987097	33976798	517116149	458870639	35987097	34397045	11657238	457399499	1471126	3586	0	1165723	0
2131	IN	IN	UNPOL	707847	14402346	13532396	36027471	33978374	0	482886129	36027471	34417730	11941780	481305333	1580778	1604351	544105000	1194176	0	292235	324855	375989	347061	23971	25291	94323	42672	328907	333335	336395	334204	4680	4600	4491	4757	36027229	3266448	2873711	250889	4806439	1604533	1676441	637491	0	565672	91	0	0	93498041	0	93349242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707847	14402346	13532396	36027474	33978374	544105010	482886129	36027473	34417729	11941780	481305333	1580778	3590	0	1194176	0
2132	IN	IN	UNPOL	675295	16033575	14846100	35977645	33481732	0	548050029	35977645	33975002	12847277	546063790	1986217	1820215	624499812	1284728	0	299985	333498	487243	382874	42984	46404	207593	89578	312706	318072	319490	319589	4249	4323	4193	4482	35977373	3140956	3167493	251503	6435741	2117089	2240736	819438	0	605058	238	0	0	95702900	0	95535054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675295	16033575	14846100	35977645	33481732	624499823	548050036	35977644	33975002	12847277	546063797	1986217	3585	0	1284728	4
2133	IN	IN	UNPOL	308612	5191803	4853544	12856496	12114120	0	168941938	12856496	12268842	4261595	168353648	588279	561178	191087223	426160	0	103659	116283	206613	143540	22105	23431	111643	46918	94999	96416	96683	97261	1218	1204	1195	1265	12856388	1278076	1158355	88677	2125988	678729	1025674	304686	0	224283	91	0	0	33491672	0	33442069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308612	5191803	4853544	12856496	12114120	191087231	168941938	12856496	12268842	4261595	168353648	588279	1281	0	426160	0
2134	IN	IN	UNPOL	643966	15305793	14285072	36189534	33972958	0	524047116	36189534	34445555	12416842	522190349	1856751	1740633	593249317	1241687	0	260387	289598	316948	306677	17594	18608	63462	29746	296979	300189	304188	303002	3901	4000	3964	4144	36189206	3715277	2520808	248691	5608935	1899062	1750777	542276	0	653951	39	0	0	96148878	0	95999880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643966	15305794	14285072	36189535	33972958	593249328	524047116	36189535	34445555	12416842	522190347	1856751	3606	0	1241687	0
2135	IN	IN	UNPOL	671632	12756621	12086867	36359350	34579702	0	415099024	36359350	34962006	10845042	413864598	1234409	1379549	465045745	1084505	0	295163	327367	474727	375807	41454	44537	199072	85518	309071	311728	314189	313500	4190	4112	4095	4324	36359052	3250298	3099245	253547	4482381	1439113	1922195	795014	0	705216	164	0	0	92346899	0	92226973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671632	12756621	12086867	36359351	34579702	465045758	415099024	36359350	34962006	10845042	413864598	1234409	3623	0	1084505	0
2136	IN	IN	UNPOL	605923	11107635	10587812	35988184	34458230	0	361004710	35988184	34791756	9598319	360021018	983681	1200070	402936401	959833	0	292622	326966	647926	421415	71849	77578	388537	163406	266904	271034	272948	272094	3180	3276	3236	3392	35987888	3185528	3464142	251240	4585979	1411320	2285346	990877	0	713342	390	0	0	87640949	0	87509902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605923	11107637	10587812	35988185	34458230	402936412	361004710	35988185	34791756	9598319	360021021	983681	3586	0	959833	0
2137	IN	IN	UNPOL	623395	19128865	17560267	36901777	34128821	0	599188185	36901777	34679099	14993547	596637369	2550785	1988788	688287998	1499355	0	308344	343494	655734	436614	75640	81908	396500	166136	281421	287489	288468	288560	3450	3581	3378	3627	36901473	3112546	3606635	258790	5140997	1516548	2988070	1184282	0	752502	478	0	0	100390167	0	100189184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623395	19128865	17560267	36901777	34128821	688288020	599188185	36901777	34679099	14993547	596637367	2550785	3677	0	1499355	1
2138	IN	IN	UNPOL	631621	15248347	14256732	37012100	34783468	0	483204462	37012100	35229560	12581713	481539559	1664885	1605127	548522338	1258174	0	332611	369817	800498	495155	97237	106258	532285	221391	285733	289086	291084	292049	3489	3551	3390	3571	37011878	2860124	4101280	261560	5180646	1484301	3187447	1359880	0	767839	609	0	0	95273325	0	95106028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631621	15248348	14256732	37012102	34783468	548522354	483204462	37012101	35229560	12581713	481539558	1664885	3688	0	1258174	0
2139	IN	IN	UNPOL	672196	15166900	14340547	36480524	34617867	0	391269231	36480524	35004817	12961896	389899053	1370162	1299664	439539555	1296188	0	338258	375961	750582	485544	90862	96822	476764	199846	296416	300735	302621	302765	3800	3963	3892	4047	36480241	2779508	4012171	258100	5443440	1583391	3713660	1403135	0	767289	474	0	0	92427358	0	92279791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672196	15166901	14340547	36480527	34617867	439539563	391269231	36480527	35004817	12961896	389899050	1370162	3635	0	1296188	0
2140	IN	IN	UNPOL	777518	14635937	13843072	36581087	34752023	0	383556475	36581087	35129436	12515343	382236716	1319748	1274123	430888681	1251534	0	298575	331074	574235	405277	63354	67650	319886	133979	289113	293834	295168	295834	3755	3786	3647	3944	36580760	3458842	3369855	253681	4648656	1409822	2860942	1134169	0	767676	290	0	0	92209620	0	92070636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777519	14635938	13843072	36581087	34752023	430888695	383556475	36581087	35129436	12515343	382236715	1319748	3645	0	1251534	6
9999	IN	IN	UNPOL	19131	430534	394417	973571	895129	0	11308545	973571	906123	353456	11267848	40694	37558	13092274	35346	0	8409	8750	11384	9621	927	1046	3976	1846	8810	8816	8996	8931	121	132	105	118	973563	81801	81879	6832	105507	33346	45949	20811	0	20367	3	0	0	2488362	0	2484708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19131	430534	394417	973571	895129	13092274	11308545	973571	906123	353456	11267848	40694	97	0	35346	0
2141	IN	IN	UNPOL	670296	8738525	8238785	22560621	21376728	0	232653425	22560621	21604255	7454719	231874084	779332	772912	262384906	745474	0	169643	179562	237971	199594	18612	22451	87054	38143	181096	180954	183166	183386	2343	2422	2289	2455	22560440	2318038	1688324	155027	2266304	708764	1152854	464524	0	473084	120	0	0	56099051	0	56005354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670296	8738525	8238785	22560621	21376728	262384915	232653425	22560621	21604255	7454719	231874084	779332	2248	0	745474	0
2142	IN	IN	UNPOL	215383	2558571	2392892	6753914	6345438	0	67872121	6753914	6411783	2173306	67653845	218275	225512	77225890	217330	0	46660	48958	53237	51273	2708	3129	9736	4749	52496	52329	53531	52990	625	596	625	647	6753875	774108	434024	45806	575222	190717	235002	101370	0	140529	7	0	0	16856720	0	16835568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215384	2558571	2392892	6753915	6345438	77225894	67872121	6753915	6411783	2173306	67653845	218275	673	0	217330	0
2143	IN	IN	UNPOL	152644	3430452	3225690	8049220	7590708	0	92262949	8049220	7680509	2901225	91940493	322453	306468	104192008	290124	0	63788	66824	78229	71577	4978	5958	19651	9335	70625	70084	71588	71151	946	967	911	967	8049149	744541	607045	55946	805246	263611	340504	147766	0	167659	35	0	0	21050376	0	21025812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152644	3430452	3225690	8049220	7590708	104192009	92262949	8049220	7680509	2901225	91940493	322453	802	0	290124	0
2144	IN	IN	UNPOL	328085	7288780	6847900	18115668	17068936	0	193624188	18115668	17258191	6187428	192967686	656491	643227	219047493	618743	0	139759	146375	182632	160181	13005	15201	56958	25124	150484	150158	152692	153011	1860	2009	1893	2096	18115493	1734135	1351484	125456	1801341	581344	874197	345955	0	375141	68	0	0	47370181	0	47233802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328085	7288780	6847900	18115668	17068936	219047497	193624188	18115669	17258191	6187428	192967684	656491	1805	0	618743	0
2145	IN	IN	UNPOL	295378	6638286	6280545	18114465	17197860	0	178014292	18114465	17371791	5706123	177443191	571092	591477	200253869	570613	0	119915	125114	129228	130071	5321	5996	16610	8365	136664	137269	139570	139085	1750	1763	1646	1771	18114353	2063004	1099544	122924	1392354	476801	533045	219969	0	370793	14	0	0	47706638	0	47413270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295378	6638286	6280545	18114465	17197860	200253876	178014292	18114465	17371791	5706123	177443190	571092	1805	0	570613	0
2146	IN	IN	UNPOL	315042	7050179	6673920	18105494	17213031	0	189504499	18105494	17397947	6034707	188869204	635288	629566	212869989	603471	0	129071	134258	145703	140358	6776	7799	24815	11810	145193	146745	147935	147733	1853	1833	1924	2036	18105308	1923747	1194688	123932	1459072	502316	573807	225221	0	369813	15	0	0	48997281	0	48682795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315042	7050179	6673919	18105494	17213031	212869998	189504499	18105494	17397947	6034707	188869204	635288	1804	0	603471	0
2147	IN	IN	UNPOL	279832	6567715	6214181	17864741	16994934	0	168936633	17864741	17162367	5664363	168390004	546625	561300	189905700	566437	0	120157	125454	142524	132834	8002	9231	30445	14092	130029	129453	131476	131334	1621	1635	1539	1689	17864568	2027330	1110249	121291	1450044	477587	859296	246957	0	365738	23	0	0	47900732	0	47668736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279832	6567715	6214181	17864741	16994934	189905705	168936633	17864741	17162367	5664362	168390003	546625	1780	0	566437	0
2148	IN	IN	UNPOL	874	19610	5103	50166	13118	0	146365	50166	13260	4624	145888	477	486	595006	462	0	378	374	408	384	25	28	77	41	421	417	394	419	5	5	5	2	50166	4752	3378	348	4528	1482	1921	741	0	1010	0	0	0	83042	0	80815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874	19610	5103	50166	13118	595006	146365	50166	13260	4624	145888	477	5	0	462	0
2149	IN	IN	UNPOL	341608	7607422	7177398	18777680	17783175	0	204974245	18777680	17982965	6479773	204281095	693142	680938	230853732	647980	0	139788	144880	152655	150695	6897	8084	22419	11211	158081	157682	160175	159254	2059	2078	2027	2074	18777527	1909173	1279375	129172	1656718	564230	650724	269830	0	379768	19	0	0	52444129	0	52294139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341608	7607423	7177398	18777680	17783175	230853737	204974245	18777680	17982965	6479773	204281096	693142	1871	0	647980	0
2150	IN	IN	UNPOL	19945	489175	167889	943457	324757	0	789862	943457	326829	164333	786334	3528	0	2423527	164333	0	8147	8326	8594	8603	389	444	1034	531	9121	9354	9395	9160	129	150	148	141	943465	85112	73627	6575	69739	22475	29158	11657	0	18845	0	0	0	1806854	0	1777425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19945	489175	167889	943457	324757	2423527	789862	943457	326829	164333	786334	3528	94	0	164333	0
2151	IN	IN	UNPOL	252799	321761	317947	8370199	8280712	0	2964430	8370199	8285633	316706	2963199	1231	0	3175221	316705	0	10276	10659	12181	11737	516	633	2561	1079	11769	12178	11933	12065	37	27	31	30	8370155	3416273	97697	37933	145244	41347	81083	37242	0	165019	5	0	0	0	17198678	17177030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252799	321761	317947	8370200	8280712	3175222	2964430	8370200	8285633	316706	2963199	1231	834	0	316705	0
2152	IN	IN	UNPOL	251589	321545	317604	7637844	7543572	0	2916239	7637844	7548447	316254	2914897	1342	0	3127355	316254	0	10245	10650	11870	11655	448	571	2354	987	11920	11819	12057	12210	36	37	44	37	7637765	2956985	96918	35849	139148	39951	76601	34580	0	150503	3	0	0	0	15727209	15705764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251589	321545	317604	7637844	7543572	3127355	2916239	7637844	7548447	316254	2914897	1342	761	0	316254	0
2153	IN	IN	UNPOL	6994	545305	520962	4285535	4100124	0	33234496	4285535	4126431	480299	33194104	40390	0	34469493	480299	0	265	293	291	286	0	2	3	1	345	327	309	295	0	0	0	0	4285502	3991332	2417	2254	183331	135270	86557	152009	0	83950	0	0	0	0	10121455	10080320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6994	545305	520962	4285535	4100124	34469493	33234496	4285535	4126431	480299	33194104	40390	427	0	480299	0
2154	IN	IN	UNPOL	94017	733010	699535	5620225	5377384	0	44723378	5620225	5412780	643111	44667340	56036	0	46416757	643111	0	345	350	374	377	0	1	0	1	435	442	476	425	0	0	0	0	5620177	5229396	3226	2994	246200	181719	116438	203886	0	111344	0	0	10	13298244	13339530	13284506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94017	733010	699535	5620225	5377384	46416758	44723378	5620225	5412780	643111	44667340	56036	560	0	643111	0
2155	IN	IN	UNPOL	280871	2176600	2088288	16530053	15901442	0	134252167	16530053	16007563	1917605	134082549	169605	0	138560402	1917605	0	1068	1109	1086	1089	2	2	2	1	1237	1302	1287	1253	0	0	0	0	16529949	15383543	9438	8782	707765	575268	341426	608364	0	322230	0	0	34	39374138	39506116	39345936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280871	2176601	2088288	16530053	15901442	138560406	134252166	16530053	16007563	1917605	134082552	169605	1647	0	1917605	0
2156	IN	IN	UNPOL	121883	1118083	982332	7095244	6295258	0	10882272	7095244	6311512	965602	10865656	16614	0	12972270	965602	0	49133	51239	51524	52884	1953	2254	5502	2935	56383	57257	57715	57560	771	774	794	784	7095158	783306	449253	48337	613426	204322	229637	68058	0	138801	5	0	0	15186867	0	15180755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121883	1118083	982332	7095244	6295258	12972271	10882272	7095244	6311512	965602	10865656	16614	707	0	965602	1
