#x0: -0.0102249 #err = 3147.14
#1/D: -4.63521e-05 #err = 0.000436492
a: -111.449 #err = 137482
xa: -0.81909 #err = 562.056
xxa: -0.000548298 #err = 1.44552
aa: 2577.53 #err = 4.23315e+06
xaa: 2.19408 #err = 11117.6
xxaa: 0.0331863 #err = 29.0407
